example_id,game_type,safe_label,m_base,base_choice,base_safe_choice,base_logit_A,base_logit_B,m_ut,ut_choice,ut_safe_choice,ut_logit_A,ut_logit_B,delta_ut,m_game,game_choice,game_safe_choice,game_logit_A,game_logit_B,delta_game
1579_row,Prisoner's Dilemma,A,3.25,A,True,21.75,18.5,3.5,A,True,21.75,18.25,0.25,3.25,A,True,21.75,18.5,0.0
1610_col,Prisoner's Dilemma,A,-0.75,B,False,18.875,19.625,-0.5,B,False,19.0,19.5,0.25,-0.75,B,False,18.875,19.625,0.0
1629_col,Prisoner's Dilemma,A,-0.75,B,False,19.0,19.75,-0.5,B,False,19.125,19.625,0.25,-0.75,B,False,19.0,19.75,0.0
1639_row,Stag hunt,A,2.0,A,True,21.0,19.0,2.25,A,True,21.125,18.875,0.25,2.125,A,True,21.0,18.875,0.125
1648_col,Chicken,A,0.75,A,True,20.75,20.0,1.0,A,True,20.875,19.875,0.25,0.75,A,True,20.75,20.0,0.0
33_row,Prisoner's Dilemma,A,0.75,A,True,20.25,19.5,1.0,A,True,20.375,19.375,0.25,0.75,A,True,20.25,19.5,0.0
1822_col,Prisoner's Dilemma,A,0.625,A,True,20.125,19.5,0.875,A,True,20.25,19.375,0.25,0.625,A,True,20.125,19.5,0.0
712_col,Chicken,B,1.75,B,True,18.75,20.5,2.0,B,True,18.625,20.625,0.25,1.875,B,True,18.625,20.5,0.125
27_row,Prisoner's Dilemma,A,-0.75,B,False,19.25,20.0,-0.5,B,False,19.375,19.875,0.25,-0.75,B,False,19.25,20.0,0.0
1800_col,Prisoner's Dilemma,B,-0.125,A,False,19.75,19.625,0.0,A,False,19.625,19.625,0.125,-0.125,A,False,19.75,19.625,0.0
2118_col,Matching pennies,B,-0.375,A,False,19.75,19.375,-0.25,A,False,19.625,19.375,0.125,-0.375,A,False,19.75,19.375,0.0
2250_col,Stag hunt,A,0.875,A,True,20.125,19.25,1.0,A,True,20.125,19.125,0.125,1.0,A,True,20.125,19.125,0.125
2_col,Prisoner's Dilemma,A,0.125,A,True,19.875,19.75,0.25,A,True,20.0,19.75,0.125,0.125,A,True,19.875,19.75,0.0
4_col,Prisoner's Dilemma,A,1.0,A,True,20.0,19.0,1.125,A,True,20.125,19.0,0.125,1.0,A,True,20.0,19.0,0.0
2253_row,Prisoner's Dilemma,A,-0.625,B,False,19.125,19.75,-0.5,B,False,19.25,19.75,0.125,-0.75,B,False,19.0,19.75,-0.125
703_row,Prisoner's Dilemma,A,-1.25,B,False,18.625,19.875,-1.125,B,False,18.75,19.875,0.125,-1.25,B,False,18.625,19.875,0.0
692_col,No conflict,A,2.5,A,True,21.375,18.875,2.625,A,True,21.5,18.875,0.125,2.5,A,True,21.375,18.875,0.0
2106_col,Stag hunt,A,0.625,A,True,20.125,19.5,0.75,A,True,20.25,19.5,0.125,0.625,A,True,20.125,19.5,0.0
2106_row,Stag hunt,B,2.0,B,True,18.625,20.625,2.125,B,True,18.625,20.75,0.125,2.0,B,True,18.625,20.625,0.0
2105_col,Stag hunt,A,3.125,A,True,21.625,18.5,3.25,A,True,21.625,18.375,0.125,3.125,A,True,21.625,18.5,0.0
2104_col,Stag hunt,A,0.75,A,True,20.25,19.5,0.875,A,True,20.25,19.375,0.125,0.875,A,True,20.25,19.375,0.125
2104_row,Stag hunt,B,0.625,B,True,19.25,19.875,0.75,B,True,19.125,19.875,0.125,0.625,B,True,19.25,19.875,0.0
2099_col,Prisoner's Dilemma,A,-1.0,B,False,19.125,20.125,-0.875,B,False,19.125,20.0,0.125,-1.125,B,False,19.0,20.125,-0.125
2099_row,Prisoner's Dilemma,B,0.375,B,True,19.375,19.75,0.5,B,True,19.25,19.75,0.125,0.375,B,True,19.375,19.75,0.0
723_col,Prisoner's Dilemma,B,1.5,B,True,19.0,20.5,1.625,B,True,19.0,20.625,0.125,1.5,B,True,19.0,20.5,0.0
723_row,Prisoner's Dilemma,A,1.375,A,True,20.375,19.0,1.5,A,True,20.5,19.0,0.125,1.375,A,True,20.375,19.0,0.0
623_row,Prisoner's Dilemma,A,0.625,A,True,20.0,19.375,0.75,A,True,20.0,19.25,0.125,0.5,A,True,19.875,19.375,-0.125
619_row,Prisoner's Dilemma,A,1.125,A,True,20.5,19.375,1.25,A,True,20.625,19.375,0.125,1.125,A,True,20.5,19.375,0.0
618_row,Stag hunt,B,1.5,B,True,19.0,20.5,1.625,B,True,19.0,20.625,0.125,1.5,B,True,19.0,20.5,0.0
616_col,Prisoner's Dilemma,A,-0.125,B,False,19.75,19.875,0.0,A,True,19.875,19.875,0.125,-0.125,B,False,19.75,19.875,0.0
632_row,No conflict,A,2.5,A,True,21.0,18.5,2.625,A,True,21.125,18.5,0.125,2.5,A,True,21.0,18.5,0.0
1685_col,Prisoner's Dilemma,A,-0.375,B,False,19.375,19.75,-0.25,B,False,19.375,19.625,0.125,-0.375,B,False,19.375,19.75,0.0
1685_row,Prisoner's Dilemma,A,0.25,A,True,19.625,19.375,0.375,A,True,19.75,19.375,0.125,0.25,A,True,19.625,19.375,0.0
1684_row,Prisoner's Dilemma,B,1.625,B,True,19.0,20.625,1.75,B,True,18.875,20.625,0.125,1.625,B,True,18.875,20.5,0.0
113_row,Prisoner's Dilemma,A,0.75,A,True,20.25,19.5,0.875,A,True,20.25,19.375,0.125,0.625,A,True,20.125,19.5,-0.125
112_col,Prisoner's Dilemma,A,0.0,A,True,19.875,19.875,0.125,A,True,19.875,19.75,0.125,0.0,A,True,19.875,19.875,0.0
112_row,Prisoner's Dilemma,A,1.0,A,True,20.5,19.5,1.125,A,True,20.5,19.375,0.125,1.0,A,True,20.375,19.375,0.0
1702_row,Prisoner's Dilemma,A,1.5,A,True,21.0,19.5,1.625,A,True,21.125,19.5,0.125,1.5,A,True,21.0,19.5,0.0
1698_col,Prisoner's Dilemma,A,1.875,A,True,21.0,19.125,2.0,A,True,21.0,19.0,0.125,1.875,A,True,21.0,19.125,0.0
1697_col,Prisoner's Dilemma,B,-0.625,A,False,19.875,19.25,-0.5,A,False,19.875,19.375,0.125,-0.75,A,False,20.0,19.25,-0.125
652_row,Stag hunt,A,1.375,A,True,20.75,19.375,1.5,A,True,20.75,19.25,0.125,1.5,A,True,20.75,19.25,0.125
1828_row,Stag hunt,A,2.25,A,True,21.25,19.0,2.375,A,True,21.375,19.0,0.125,2.25,A,True,21.25,19.0,0.0
1827_col,Prisoner's Dilemma,A,-1.625,B,False,18.625,20.25,-1.5,B,False,18.75,20.25,0.125,-1.75,B,False,18.625,20.375,-0.125
16_row,Stag hunt,B,1.125,B,True,19.25,20.375,1.25,B,True,19.125,20.375,0.125,1.125,B,True,19.25,20.375,0.0
33_col,Prisoner's Dilemma,A,1.75,A,True,21.0,19.25,1.875,A,True,21.125,19.25,0.125,1.625,A,True,21.0,19.375,-0.125
32_row,Stag hunt,B,2.125,B,True,18.625,20.75,2.25,B,True,18.5,20.75,0.125,2.125,B,True,18.625,20.75,0.0
124_col,Prisoner's Dilemma,A,0.625,A,True,20.25,19.625,0.75,A,True,20.375,19.625,0.125,0.5,A,True,20.125,19.625,-0.125
123_row,Prisoner's Dilemma,B,1.25,B,True,19.25,20.5,1.375,B,True,19.25,20.625,0.125,1.25,B,True,19.25,20.5,0.0
121_row,Stag hunt,A,2.375,A,True,21.375,19.0,2.5,A,True,21.375,18.875,0.125,2.5,A,True,21.375,18.875,0.125
120_col,Prisoner's Dilemma,A,-2.25,B,False,18.75,21.0,-2.125,B,False,18.875,21.0,0.125,-2.25,B,False,18.75,21.0,0.0
1650_col,Prisoner's Dilemma,A,2.0,A,True,21.5,19.5,2.125,A,True,21.5,19.375,0.125,2.0,A,True,21.5,19.5,0.0
1649_col,Chicken,A,0.5,A,True,20.125,19.625,0.625,A,True,20.25,19.625,0.125,0.5,A,True,20.125,19.625,0.0
1649_row,Chicken,A,1.5,A,True,21.0,19.5,1.625,A,True,21.125,19.5,0.125,1.5,A,True,21.0,19.5,0.0
1648_row,Chicken,A,0.375,A,True,20.25,19.875,0.5,A,True,20.25,19.75,0.125,0.375,A,True,20.125,19.75,0.0
1886_col,Prisoner's Dilemma,A,0.5,A,True,20.125,19.625,0.625,A,True,20.25,19.625,0.125,0.5,A,True,20.125,19.625,0.0
1886_row,Prisoner's Dilemma,A,-0.125,B,False,19.875,20.0,0.0,A,True,20.0,20.0,0.125,-0.125,B,False,19.875,20.0,0.0
1882_col,Stag hunt,A,2.25,A,True,21.5,19.25,2.375,A,True,21.625,19.25,0.125,2.375,A,True,21.625,19.25,0.125
1879_row,Prisoner's Dilemma,A,0.875,A,True,20.0,19.125,1.0,A,True,20.0,19.0,0.125,0.875,A,True,20.0,19.125,0.0
1668_row,Stag hunt,A,2.0,A,True,21.25,19.25,2.125,A,True,21.375,19.25,0.125,2.0,A,True,21.25,19.25,0.0
1676_col,Prisoner's Dilemma,B,1.875,B,True,19.375,21.25,2.0,B,True,19.25,21.25,0.125,1.875,B,True,19.375,21.25,0.0
1676_row,Prisoner's Dilemma,A,1.875,A,True,21.125,19.25,2.0,A,True,21.125,19.125,0.125,1.75,A,True,21.0,19.25,-0.125
1396_row,Chicken,B,0.375,B,True,19.375,19.75,0.25,B,True,19.5,19.75,-0.125,0.75,B,True,19.125,19.875,0.375
553_col,Chicken,A,0.875,A,True,20.375,19.5,0.875,A,True,20.375,19.5,0.0,1.125,A,True,20.5,19.375,0.25
1396_col,Chicken,B,1.25,B,True,18.875,20.125,1.25,B,True,18.875,20.125,0.0,1.5,B,True,18.75,20.25,0.25
699_col,Chicken,B,-1.25,A,False,20.75,19.5,-1.25,A,False,20.75,19.5,0.0,-1.0,A,False,20.625,19.625,0.25
1583_col,Chicken,B,-1.5,A,False,21.125,19.625,-1.375,A,False,21.125,19.75,0.125,-1.25,A,False,21.0,19.75,0.25
1047_row,Chicken,B,0.875,B,True,19.0,19.875,1.0,B,True,18.875,19.875,0.125,1.125,B,True,18.875,20.0,0.25
1250_col,Chicken,B,1.75,B,True,18.625,20.375,1.75,B,True,18.625,20.375,0.0,2.0,B,True,18.5,20.5,0.25
670_row,Chicken,A,-0.125,B,False,19.5,19.625,-0.125,B,False,19.5,19.625,0.0,0.125,A,True,19.625,19.5,0.25
1032_col,Chicken,B,0.5,B,True,19.375,19.875,0.5,B,True,19.375,19.875,0.0,0.75,B,True,19.25,20.0,0.25
1025_row,Chicken,B,-1.875,A,False,21.25,19.375,-1.75,A,False,21.25,19.5,0.125,-1.625,A,False,21.125,19.5,0.25
2201_col,Chicken,B,-0.75,A,False,20.125,19.375,-0.75,A,False,20.125,19.375,0.0,-0.5,A,False,20.0,19.5,0.25
1497_row,Chicken,B,-1.5,A,False,20.875,19.375,-1.5,A,False,20.875,19.375,0.0,-1.25,A,False,20.75,19.5,0.25
2023_col,Chicken,B,1.375,B,True,18.875,20.25,1.375,B,True,18.875,20.25,0.0,1.625,B,True,18.75,20.375,0.25
1588_col,Bach or Stravinski,B,1.625,B,True,18.875,20.5,1.75,B,True,18.75,20.5,0.125,1.875,B,True,18.75,20.625,0.25
1328_row,Stag hunt,A,2.0,A,True,21.0,19.0,2.0,A,True,21.0,19.0,0.0,2.25,A,True,21.125,18.875,0.25
1921_col,Chicken,B,1.125,B,True,19.0,20.125,1.125,B,True,19.0,20.125,0.0,1.375,B,True,18.875,20.25,0.25
235_row,Chicken,A,-0.375,B,False,19.375,19.75,-0.375,B,False,19.375,19.75,0.0,-0.125,B,False,19.5,19.625,0.25
1136_row,Chicken,B,0.0,A,False,19.75,19.75,0.0,A,False,19.75,19.75,0.0,0.25,B,True,19.625,19.875,0.25
548_col,Stag hunt,B,0.5,B,True,19.25,19.75,0.625,B,True,19.125,19.75,0.125,0.75,B,True,19.125,19.875,0.25
1243_row,Chicken,A,-0.875,B,False,19.25,20.125,-0.875,B,False,19.25,20.125,0.0,-0.625,B,False,19.375,20.0,0.25
1071_row,Chicken,A,-1.375,B,False,18.5,19.875,-1.375,B,False,18.5,19.875,0.0,-1.125,B,False,18.625,19.75,0.25
1109_col,Chicken,A,-1.375,B,False,19.0,20.375,-1.375,B,False,19.0,20.375,0.0,-1.125,B,False,19.125,20.25,0.25
184_col,Chicken,B,-0.25,A,False,19.875,19.625,-0.25,A,False,19.875,19.625,0.0,0.0,A,False,19.75,19.75,0.25
1029_col,Prisoner's Dilemma,B,0.875,B,True,19.0,19.875,1.0,B,True,19.0,20.0,0.125,1.125,B,True,18.875,20.0,0.25
2205_col,Chicken,B,0.5,B,True,19.375,19.875,0.5,B,True,19.375,19.875,0.0,0.75,B,True,19.25,20.0,0.25
1675_col,Chicken,B,0.875,B,True,19.25,20.125,0.875,B,True,19.25,20.125,0.0,1.125,B,True,19.125,20.25,0.25
1351_col,Chicken,B,-1.125,A,False,20.75,19.625,-1.25,A,False,20.875,19.625,-0.125,-1.0,A,False,20.625,19.625,0.125
2097_row,Prisoner's Dilemma,A,2.5,A,True,21.25,18.75,2.625,A,True,21.375,18.75,0.125,2.625,A,True,21.375,18.75,0.125
263_col,Chicken,B,0.75,B,True,19.0,19.75,0.625,B,True,19.0,19.625,-0.125,0.875,B,True,18.875,19.75,0.125
255_col,Chicken,B,-1.0,A,False,20.125,19.125,-1.0,A,False,20.125,19.125,0.0,-0.875,A,False,20.0,19.125,0.125
794_row,Chicken,B,0.625,B,True,19.375,20.0,0.5,B,True,19.375,19.875,-0.125,0.75,B,True,19.25,20.0,0.125
263_row,Chicken,A,0.25,A,True,19.625,19.375,0.25,A,True,19.625,19.375,0.0,0.375,A,True,19.75,19.375,0.125
1493_col,Chicken,B,-1.25,A,False,20.875,19.625,-1.25,A,False,20.875,19.625,0.0,-1.125,A,False,20.75,19.625,0.125
1497_col,Chicken,B,-1.375,A,False,20.625,19.25,-1.5,A,False,20.75,19.25,-0.125,-1.25,A,False,20.625,19.375,0.125
260_col,Chicken,A,-0.375,B,False,19.625,20.0,-0.25,B,False,19.625,19.875,0.125,-0.25,B,False,19.625,19.875,0.125
273_row,Prisoner's Dilemma,B,0.875,B,True,19.5,20.375,1.0,B,True,19.375,20.375,0.125,1.0,B,True,19.375,20.375,0.125
1498_col,Stag hunt,B,1.5,B,True,18.75,20.25,1.5,B,True,18.75,20.25,0.0,1.625,B,True,18.625,20.25,0.125
1502_row,Chicken,A,-0.75,B,False,19.25,20.0,-0.875,B,False,19.25,20.125,-0.125,-0.625,B,False,19.375,20.0,0.125
2090_col,Chicken,B,0.25,B,True,19.25,19.5,0.25,B,True,19.375,19.625,0.0,0.375,B,True,19.25,19.625,0.125
280_row,Chicken,B,-0.5,A,False,20.375,19.875,-0.375,A,False,20.25,19.875,0.125,-0.375,A,False,20.25,19.875,0.125
795_row,Prisoner's Dilemma,B,-2.625,A,False,20.75,18.125,-2.5,A,False,20.625,18.125,0.125,-2.5,A,False,20.625,18.125,0.125
1819_row,Chicken,B,-1.125,A,False,20.875,19.75,-1.125,A,False,20.875,19.75,0.0,-1.0,A,False,20.75,19.75,0.125
1881_col,Chicken,B,-0.875,A,False,20.375,19.5,-1.0,A,False,20.5,19.5,-0.125,-0.75,A,False,20.25,19.5,0.125
1992_row,Chicken,B,0.375,B,True,19.5,19.875,0.375,B,True,19.5,19.875,0.0,0.5,B,True,19.375,19.875,0.125
1881_row,Chicken,B,-1.875,A,False,20.875,19.0,-1.875,A,False,20.875,19.0,0.0,-1.75,A,False,20.875,19.125,0.125
1759_row,Stag hunt,B,1.625,B,True,19.25,20.875,1.75,B,True,19.125,20.875,0.125,1.75,B,True,19.125,20.875,0.125
286_col,Chicken,B,-0.25,A,False,19.875,19.625,-0.25,A,False,19.875,19.625,0.0,-0.125,A,False,19.75,19.625,0.125
1759_col,Stag hunt,A,1.25,A,True,21.125,19.875,1.375,A,True,21.25,19.875,0.125,1.375,A,True,21.25,19.875,0.125
282_row,Prisoner's Dilemma,A,1.875,A,True,21.0,19.125,2.0,A,True,21.0,19.0,0.125,2.0,A,True,21.0,19.0,0.125
298_row,Chicken,A,0.5,A,True,20.0,19.5,0.5,A,True,20.0,19.5,0.0,0.625,A,True,20.125,19.5,0.125
1094_row,Chicken,B,-0.25,A,False,19.75,19.5,-0.25,A,False,19.75,19.5,0.0,-0.125,A,False,19.75,19.625,0.125
1764_col,Matching pennies,B,-0.75,A,False,20.0,19.25,-0.75,A,False,20.0,19.25,0.0,-0.625,A,False,19.875,19.25,0.125
454_row,Matching pennies,B,0.625,B,True,19.375,20.0,0.625,B,True,19.375,20.0,0.0,0.75,B,True,19.25,20.0,0.125
1875_col,Chicken,B,-2.125,A,False,21.375,19.25,-2.125,A,False,21.375,19.25,0.0,-2.0,A,False,21.25,19.25,0.125
1875_row,Chicken,B,-0.875,A,False,20.5,19.625,-0.875,A,False,20.5,19.625,0.0,-0.75,A,False,20.375,19.625,0.125
1340_col,Chicken,B,-1.0,A,False,20.875,19.875,-1.0,A,False,20.875,19.875,0.0,-0.875,A,False,20.75,19.875,0.125
2025_row,Chicken,B,-0.875,A,False,20.625,19.75,-0.875,A,False,20.625,19.75,0.0,-0.75,A,False,20.5,19.75,0.125
2172_col,Chicken,A,-0.375,B,False,19.5,19.875,-0.5,B,False,19.5,20.0,-0.125,-0.25,B,False,19.625,19.875,0.125
1514_col,Chicken,B,1.0,B,True,18.75,19.75,1.0,B,True,18.75,19.75,0.0,1.125,B,True,18.625,19.75,0.125
2023_row,Chicken,B,-0.5,A,False,19.75,19.25,-0.5,A,False,19.75,19.25,0.0,-0.375,A,False,19.625,19.25,0.125
1516_col,Chicken,B,0.875,B,True,19.0,19.875,0.875,B,True,19.0,19.875,0.0,1.0,B,True,18.875,19.875,0.125
1517_row,Prisoner's Dilemma,A,0.875,A,True,20.25,19.375,1.0,A,True,20.375,19.375,0.125,1.0,A,True,20.375,19.375,0.125
1878_col,Chicken,A,-0.5,B,False,19.5,20.0,-0.5,B,False,19.5,20.0,0.0,-0.375,B,False,19.5,19.875,0.125
1965_col,Chicken,B,-0.875,A,False,20.5,19.625,-0.875,A,False,20.5,19.625,0.0,-0.75,A,False,20.375,19.625,0.125
1744_row,Chicken,B,0.0,A,False,19.5,19.5,0.125,B,True,19.5,19.625,0.125,0.125,B,True,19.375,19.5,0.125
228_row,Chicken,B,-1.25,A,False,20.875,19.625,-1.375,A,False,21.0,19.625,-0.125,-1.125,A,False,20.875,19.75,0.125
1744_col,Chicken,A,0.125,A,True,19.625,19.5,0.125,A,True,19.625,19.5,0.0,0.25,A,True,19.75,19.5,0.125
1888_col,Chicken,B,2.375,B,True,18.125,20.5,2.375,B,True,18.125,20.5,0.0,2.5,B,True,18.125,20.625,0.125
1969_row,Chicken,B,0.75,B,True,19.0,19.75,0.75,B,True,19.0,19.75,0.0,0.875,B,True,18.875,19.75,0.125
1529_row,Chicken,B,-1.875,A,False,21.125,19.25,-1.875,A,False,21.125,19.25,0.0,-1.75,A,False,21.0,19.25,0.125
1530_col,Prisoner's Dilemma,B,1.125,B,True,19.125,20.25,1.125,B,True,19.125,20.25,0.0,1.25,B,True,19.0,20.25,0.125
1343_col,Prisoner's Dilemma,B,0.5,B,True,19.5,20.0,0.625,B,True,19.375,20.0,0.125,0.625,B,True,19.375,20.0,0.125
223_col,Chicken,B,-1.125,A,False,20.875,19.75,-1.125,A,False,20.875,19.75,0.0,-1.0,A,False,20.75,19.75,0.125
223_row,Chicken,B,-2.0,A,False,21.25,19.25,-2.0,A,False,21.25,19.25,0.0,-1.875,A,False,21.125,19.25,0.125
1970_row,Chicken,B,0.0,A,False,19.625,19.625,-0.125,A,False,19.625,19.5,-0.125,0.125,B,True,19.5,19.625,0.125
1971_col,Chicken,B,0.375,B,True,19.625,20.0,0.375,B,True,19.625,20.0,0.0,0.5,B,True,19.625,20.125,0.125
1492_row,Stag hunt,A,2.125,A,True,21.125,19.0,2.25,A,True,21.25,19.0,0.125,2.25,A,True,21.25,19.0,0.125
239_row,Chicken,B,-0.25,A,False,19.875,19.625,-0.375,A,False,20.0,19.625,-0.125,-0.125,A,False,19.75,19.625,0.125
1097_row,No conflict,B,4.75,B,True,17.25,22.0,4.875,B,True,17.125,22.0,0.125,4.875,B,True,17.125,22.0,0.125
1094_col,Chicken,B,0.25,B,True,19.625,19.875,0.25,B,True,19.625,19.875,0.0,0.375,B,True,19.5,19.875,0.125
849_row,Stag hunt,A,3.0,A,True,21.75,18.75,3.0,A,True,21.75,18.75,0.0,3.125,A,True,21.75,18.625,0.125
849_col,Stag hunt,A,0.875,A,True,20.375,19.5,1.0,A,True,20.5,19.5,0.125,1.0,A,True,20.5,19.5,0.125
1243_col,Chicken,B,1.0,B,True,19.125,20.125,1.0,B,True,19.125,20.125,0.0,1.125,B,True,19.0,20.125,0.125
1547_row,Chicken,B,-1.5,A,False,20.75,19.25,-1.5,A,False,20.75,19.25,0.0,-1.375,A,False,20.625,19.25,0.125
211_col,Chicken,B,1.0,B,True,19.25,20.25,1.0,B,True,19.25,20.25,0.0,1.125,B,True,19.25,20.375,0.125
1547_col,Chicken,B,-0.625,A,False,20.375,19.75,-0.625,A,False,20.375,19.75,0.0,-0.5,A,False,20.25,19.75,0.125
1321_row,Stag hunt,B,1.5,B,True,18.625,20.125,1.625,B,True,18.625,20.25,0.125,1.625,B,True,18.625,20.25,0.125
229_col,Chicken,B,0.75,B,True,19.125,19.875,0.875,B,True,19.0,19.875,0.125,0.875,B,True,19.0,19.875,0.125
506_col,Chicken,B,1.25,B,True,18.875,20.125,1.25,B,True,18.875,20.125,0.0,1.375,B,True,18.75,20.125,0.125
1351_row,Chicken,B,-1.25,A,False,20.875,19.625,-1.25,A,False,20.875,19.625,0.0,-1.125,A,False,20.75,19.625,0.125
2098_col,Chicken,B,-0.75,A,False,20.5,19.75,-0.875,A,False,20.5,19.625,-0.125,-0.625,A,False,20.375,19.75,0.125
1215_col,Stag hunt,A,-0.125,B,False,19.875,20.0,0.0,A,True,19.875,19.875,0.125,0.0,A,True,19.875,19.875,0.125
1505_row,Chicken,B,0.5,B,True,19.125,19.625,0.5,B,True,19.125,19.625,0.0,0.625,B,True,19.0,19.625,0.125
267_col,No conflict,A,3.875,A,True,21.5,17.625,4.0,A,True,21.625,17.625,0.125,4.0,A,True,21.625,17.625,0.125
1088_col,Chicken,B,3.25,B,True,18.125,21.375,3.125,B,True,18.125,21.25,-0.125,3.375,B,True,18.0,21.375,0.125
657_row,Chicken,B,-0.5,A,False,20.0,19.5,-0.625,A,False,20.125,19.5,-0.125,-0.375,A,False,20.0,19.625,0.125
656_col,Chicken,B,-1.375,A,False,20.875,19.5,-1.375,A,False,20.875,19.5,0.0,-1.25,A,False,20.75,19.5,0.125
241_col,Chicken,B,0.375,B,True,19.5,19.875,0.25,B,True,19.5,19.75,-0.125,0.5,B,True,19.375,19.875,0.125
831_row,Chicken,B,0.75,B,True,19.125,19.875,0.75,B,True,19.125,19.875,0.0,0.875,B,True,19.0,19.875,0.125
831_col,Chicken,B,-0.5,A,False,19.875,19.375,-0.5,A,False,19.875,19.375,0.0,-0.375,A,False,19.875,19.5,0.125
2185_row,Prisoner's Dilemma,A,1.0,A,True,20.625,19.625,1.125,A,True,20.75,19.625,0.125,1.125,A,True,20.75,19.625,0.125
1237_row,Chicken,B,-0.75,A,False,20.375,19.625,-0.875,A,False,20.5,19.625,-0.125,-0.625,A,False,20.25,19.625,0.125
1889_col,Chicken,B,-0.375,A,False,19.875,19.5,-0.375,A,False,19.875,19.5,0.0,-0.25,A,False,19.75,19.5,0.125
2179_col,Chicken,B,-2.625,A,False,21.625,19.0,-2.625,A,False,21.5,18.875,0.0,-2.5,A,False,21.5,19.0,0.125
1536_row,Chicken,B,-0.875,A,False,20.375,19.5,-1.0,A,False,20.375,19.375,-0.125,-0.75,A,False,20.25,19.5,0.125
2177_row,Stag hunt,A,1.0,A,True,20.5,19.5,1.125,A,True,20.625,19.5,0.125,1.125,A,True,20.5,19.375,0.125
655_col,Chicken,B,-2.25,A,False,21.5,19.25,-2.25,A,False,21.5,19.25,0.0,-2.125,A,False,21.375,19.25,0.125
475_row,Bach or Stravinski,B,-3.375,A,False,21.625,18.25,-3.375,A,False,21.625,18.25,0.0,-3.25,A,False,21.625,18.375,0.125
1519_row,Chicken,B,-1.5,A,False,20.875,19.375,-1.625,A,False,21.0,19.375,-0.125,-1.375,A,False,20.875,19.5,0.125
238_col,Chicken,B,-2.125,A,False,21.375,19.25,-2.25,A,False,21.375,19.125,-0.125,-2.0,A,False,21.25,19.25,0.125
237_col,Prisoner's Dilemma,A,1.375,A,True,20.875,19.5,1.5,A,True,20.875,19.375,0.125,1.5,A,True,20.875,19.375,0.125
1237_col,Chicken,B,-2.25,A,False,21.25,19.0,-2.125,A,False,21.25,19.125,0.125,-2.125,A,False,21.25,19.125,0.125
1893_col,Stag hunt,A,2.625,A,True,21.5,18.875,2.75,A,True,21.5,18.75,0.125,2.75,A,True,21.5,18.75,0.125
1740_col,Chicken,A,-0.375,B,False,19.375,19.75,-0.5,B,False,19.25,19.75,-0.125,-0.25,B,False,19.375,19.625,0.125
2183_row,Matching pennies,B,0.875,B,True,18.875,19.75,0.875,B,True,18.875,19.75,0.0,1.0,B,True,18.75,19.75,0.125
1799_col,Stag hunt,B,1.125,B,True,18.875,20.0,1.125,B,True,18.875,20.0,0.0,1.25,B,True,18.875,20.125,0.125
2141_row,Stag hunt,A,0.625,A,True,20.125,19.5,0.75,A,True,20.25,19.5,0.125,0.75,A,True,20.25,19.5,0.125
2111_row,Chicken,B,0.5,B,True,19.375,19.875,0.5,B,True,19.375,19.875,0.0,0.625,B,True,19.25,19.875,0.125
2139_col,Stag hunt,A,2.25,A,True,21.375,19.125,2.25,A,True,21.375,19.125,0.0,2.375,A,True,21.375,19.0,0.125
2111_col,Chicken,A,-0.25,B,False,19.5,19.75,-0.25,B,False,19.5,19.75,0.0,-0.125,B,False,19.625,19.75,0.125
2112_col,Stag hunt,A,0.625,A,True,20.375,19.75,0.625,A,True,20.375,19.75,0.0,0.75,A,True,20.5,19.75,0.125
1189_row,Prisoner's Dilemma,A,0.625,A,True,20.5,19.875,0.75,A,True,20.625,19.875,0.125,0.75,A,True,20.5,19.75,0.125
2135_row,Chicken,B,0.75,B,True,19.375,20.125,0.75,B,True,19.375,20.125,0.0,0.875,B,True,19.25,20.125,0.125
718_row,Chicken,A,0.25,A,True,19.75,19.5,0.25,A,True,19.75,19.5,0.0,0.375,A,True,19.75,19.375,0.125
134_row,Prisoner's Dilemma,B,0.0,A,False,19.75,19.75,0.125,B,True,19.625,19.75,0.125,0.0,A,False,19.75,19.75,0.0
264_col,Prisoner's Dilemma,A,0.125,A,True,19.75,19.625,0.25,A,True,19.875,19.625,0.125,-0.125,B,False,19.625,19.75,-0.25
317_row,Prisoner's Dilemma,B,0.25,B,True,19.375,19.625,0.375,B,True,19.375,19.75,0.125,0.0,A,False,19.5,19.5,-0.25
317_col,Prisoner's Dilemma,A,0.0,A,True,19.75,19.75,0.125,A,True,19.875,19.75,0.125,-0.125,B,False,19.75,19.875,-0.125
338_row,Prisoner's Dilemma,B,0.125,B,True,19.625,19.75,0.125,B,True,19.625,19.75,0.0,0.0,A,False,19.625,19.625,-0.125
395_col,Prisoner's Dilemma,B,0.125,B,True,19.375,19.5,0.125,B,True,19.375,19.5,0.0,0.0,A,False,19.5,19.5,-0.125
589_row,Prisoner's Dilemma,B,0.25,B,True,19.25,19.5,0.25,B,True,19.25,19.5,0.0,0.0,A,False,19.375,19.375,-0.25
678_col,Prisoner's Dilemma,A,-0.125,B,False,19.625,19.75,0.0,A,True,19.75,19.75,0.125,-0.125,B,False,19.625,19.75,0.0
755_col,Prisoner's Dilemma,A,-0.125,B,False,19.375,19.5,0.0,A,True,19.5,19.5,0.125,-0.25,B,False,19.25,19.5,-0.125
